speaker,window_start,window_end,P21_AMP,P100_OVERALL,P32_IMO,P31_ICM,P30_INTER,P23_ATM,P11_TMA,P10_TRANS,P33_IAM,P24_ACO,P22_ASM,P13_TSF,P12_TGS,P20_ACT
SPEAKER_01,0.0,30.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_01,15.0,45.0,0,2,0,0,1,0,0,2,0,0,0,1,0,3
SPEAKER_01,30.0,60.0,0,1,0,0,2,0,0,2,0,0,1,2,0,10
SPEAKER_01,45.0,75.0,0,4,0,0,5,0,0,3,0,0,1,3,0,8
SPEAKER_01,60.0,90.0,0,4,0,0,3,0,0,6,0,1,4,3,0,4
SPEAKER_01,75.0,105.0,0,1,0,0,1,0,1,9,0,1,6,2,0,6
SPEAKER_01,90.0,120.0,0,2,0,0,1,0,1,7,0,0,2,2,0,9
SPEAKER_01,105.0,135.0,0,2,0,0,0,0,0,1,0,0,0,1,0,6
SPEAKER_01,120.0,150.0,0,1,0,0,0,0,0,1,0,0,1,1,0,2
SPEAKER_01,135.0,165.0,0,0,0,0,1,0,0,1,0,0,1,2,0,2
SPEAKER_01,150.0,180.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
SPEAKER_01,165.0,195.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SPEAKER_01,195.0,225.0,1,1,0,0,0,0,1,0,0,0,0,2,0,2
SPEAKER_01,210.0,240.0,1,2,0,0,1,0,1,0,0,0,0,2,0,3
SPEAKER_01,225.0,255.0,1,3,0,0,4,0,0,0,0,0,0,1,0,1
SPEAKER_01,240.0,270.0,1,6,0,0,3,0,0,0,0,0,1,2,0,2
SPEAKER_01,255.0,285.0,0,4,0,0,0,1,0,2,0,0,2,2,0,3
SPEAKER_01,270.0,300.0,0,0,0,0,0,1,0,2,0,0,1,1,0,1
SPEAKER_01,750.0,780.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
SPEAKER_01,765.0,795.0,0,1,0,0,0,0,0,3,0,0,0,2,0,1
SPEAKER_01,780.0,810.0,0,1,0,0,0,0,0,3,0,0,0,3,0,2
SPEAKER_01,795.0,825.0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
SPEAKER_01,810.0,840.0,0,3,0,0,2,0,0,0,0,0,0,2,0,3
SPEAKER_01,825.0,855.0,1,3,0,0,8,0,0,0,0,0,0,2,0,4
SPEAKER_01,840.0,870.0,2,0,0,0,7,0,0,0,0,0,0,2,0,3
SPEAKER_01,855.0,885.0,1,1,0,0,1,0,0,0,0,0,0,2,0,2
SPEAKER_01,870.0,900.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_01,915.0,945.0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
SPEAKER_01,930.0,960.0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
SPEAKER_01,3360.0,3390.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SPEAKER_01,3375.0,3405.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SPEAKER_01,3435.0,3465.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
SPEAKER_01,3450.0,3480.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
SPEAKER_01,3765.0,3795.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_01,3780.0,3810.0,0,0,0,0,1,0,0,1,0,0,2,1,0,0
SPEAKER_01,3795.0,3825.0,0,0,0,0,0,0,0,1,0,0,2,1,0,0
SPEAKER_01,3855.0,3885.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SPEAKER_01,3870.0,3900.0,0,2,0,0,1,0,0,0,0,0,1,0,0,1
SPEAKER_01,3885.0,3915.0,0,2,0,0,4,0,0,2,0,0,2,0,0,3
SPEAKER_01,3900.0,3930.0,0,1,0,0,3,0,1,2,0,0,1,0,0,5
SPEAKER_01,3915.0,3945.0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
SPEAKER_01,3930.0,3960.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
